train_acc,train_loss,val_acc,val_loss
0.031642105263157895,4.318852,0.0632,4.061184
0.07477894736842106,3.9652548,0.09840000000000002,3.7983096
0.12200000000000001,3.6900403,0.1364,3.5393054
0.16149473684210525,3.4608562,0.168,3.4240556
0.19261052631578948,3.2858245,0.19720000000000001,3.2205567
0.2208421052631579,3.1305382,0.22319999999999995,3.196098
0.24368421052631578,3.0046072,0.23879999999999998,3.083684
0.26143157894736846,2.91594,0.2516,2.984047
0.27816842105263156,2.8331563,0.2864,2.8410208
0.2942947368421052,2.764684,0.28200000000000003,2.869736
0.30612631578947375,2.707675,0.30400000000000005,2.7532678
0.31648421052631576,2.6499584,0.31,2.72497
0.3223157894736843,2.6128552,0.32280000000000003,2.6763122
0.3320421052631578,2.5573428,0.3268,2.6125305
0.34212631578947367,2.519566,0.3324,2.5999637
0.35185263157894736,2.4725158,0.3452,2.5655475
0.35814736842105266,2.4322152,0.3600000000000001,2.5019617
0.364821052631579,2.406406,0.3552,2.5080903
0.374821052631579,2.373974,0.3508,2.5418475
0.3821473684210527,2.3470132,0.3576,2.4717944
0.3871368421052631,2.3158233,0.37040000000000006,2.433928
0.39134736842105267,2.296136,0.3752,2.4086356
0.3974947368421053,2.2679992,0.3824,2.3938453
0.4011368421052632,2.2479322,0.39519999999999994,2.360362
0.4083578947368421,2.220598,0.38120000000000004,2.367836
0.41037894736842107,2.207905,0.4028,2.3081574
0.4153473684210527,2.1808772,0.3972,2.3018134
0.41953684210526315,2.1611054,0.40919999999999995,2.286428
0.4202526315789474,2.1559453,0.3996,2.3085432
0.42949473684210526,2.121606,0.398,2.301573
0.43233684210526313,2.113235,0.40720000000000006,2.2950144
0.4351789473684211,2.098079,0.414,2.2609146
0.4401894736842106,2.077409,0.4116,2.2486596
0.4375789473684211,2.066325,0.42,2.2182283
0.4482315789473684,2.0381815,0.4132,2.2347562
0.4485894736842105,2.0364618,0.4236,2.2221081
0.4555789473684211,2.0126963,0.42479999999999996,2.1755252
0.45442105263157895,2.012434,0.41639999999999994,2.2421021
0.46067368421052635,2.001187,0.43479999999999996,2.1989586
0.4613473684210526,1.9863032,0.4276,2.148908
0.4641263157894737,1.9711057,0.4288,2.1761856
0.46560000000000007,1.9588199,0.43079999999999996,2.1836588
0.4682736842105263,1.9542037,0.4288,2.1347704
0.474021052631579,1.9340147,0.4352,2.147611
0.47570526315789474,1.9246795,0.4296,2.1490595
0.47612631578947373,1.9186845,0.4364,2.0978034
0.4791789473684211,1.906248,0.4464000000000001,2.1347184
0.4798736842105263,1.9011129,0.44520000000000004,2.0957859
0.4812631578947369,1.8891836,0.4312,2.1673958
0.48587368421052635,1.8817146,0.4428,2.0824807
0.48863157894736836,1.8699058,0.43800000000000006,2.0997734
0.4897263157894737,1.8572179,0.44439999999999996,2.1469417
0.48955789473684214,1.8517724,0.45199999999999996,2.1237679
0.4936421052631579,1.8434876,0.44799999999999995,2.10249
0.49566315789473686,1.8260207,0.4496,2.1110296
0.4998526315789474,1.8211517,0.45080000000000003,2.0392754
0.5001263157894736,1.8193706,0.446,2.0985901
0.5017684210526316,1.8091491,0.45880000000000004,2.0448391
0.5032631578947369,1.8071011,0.45199999999999996,2.0554013
0.5039157894736842,1.7973268,0.4584,2.067296
0.5059578947368422,1.7893676,0.458,2.1023157
0.5081263157894738,1.7844112,0.45679999999999993,2.014333
0.5100842105263158,1.7722208,0.45159999999999995,2.040542
0.5101894736842105,1.7714723,0.4603999999999999,2.045856
0.5116421052631579,1.7630969,0.45799999999999996,2.049658
0.513621052631579,1.756792,0.4604000000000001,2.0122209
0.5156631578947368,1.7540612,0.4628,2.042157
0.515578947368421,1.7452918,0.4612,2.0195966
0.5183157894736843,1.7396778,0.4664,2.0402768
0.5192842105263158,1.7348715,0.4632,2.0349293
0.5190947368421053,1.7273389,0.4648,2.031081
0.5207157894736842,1.7196839,0.4756,2.0017815
0.5250105263157895,1.719797,0.462,2.0091562
0.5268842105263157,1.7085978,0.47320000000000007,2.003579
0.5259157894736842,1.71163,0.4648,2.0234435
0.5280842105263158,1.7021555,0.46240000000000003,2.0258555
0.5265684210526316,1.7046988,0.46880000000000005,2.0538952
0.5286947368421052,1.6934333,0.47,2.004569
0.5301263157894737,1.689459,0.4664,2.0124087
0.5312210526315789,1.6830697,0.46840000000000004,2.0052183
0.5343789473684211,1.6861166,0.4663999999999999,1.9988638
0.5334105263157894,1.6816074,0.46480000000000005,1.983909
0.5332,1.6710714,0.4692,1.994405
0.5342736842105263,1.6734513,0.4684,1.9839599
0.5336631578947368,1.6722883,0.4744,1.9826653
0.5335368421052632,1.6707752,0.47519999999999996,1.990962
0.5366526315789474,1.6660357,0.4664,1.9859455
0.5378315789473684,1.6620243,0.4728,1.9882611
0.5364210526315788,1.6597849,0.478,1.9883935
0.5389052631578948,1.6530768,0.47319999999999995,1.9921005
0.5373684210526316,1.6583663,0.47479999999999994,2.0020325
0.5362526315789473,1.6606687,0.4772,1.9911265
0.5400421052631579,1.6517315,0.4732,1.9893026
0.5389052631578948,1.6552324,0.47200000000000003,1.9812751
0.5387578947368422,1.6477329,0.4732,1.995547
0.5378736842105263,1.649138,0.47759999999999997,1.9927102
0.5411578947368422,1.6496781,0.47040000000000004,1.9841816
0.5408210526315789,1.6490557,0.4724000000000001,1.9922677
0.5393684210526317,1.6443225,0.4744,1.9836186
0.5408,1.6449468,0.47519999999999996,1.992274
