train_acc,train_loss,val_acc,val_loss
0.04486315789473685,4.1968303,0.0704,4.0448093
0.09362105263157894,3.8368523,0.12560000000000002,3.6763241
0.15193684210526315,3.5113506,0.17840000000000003,3.2954798
0.20816842105263156,3.1959844,0.20600000000000002,3.2593374
0.2603368421052632,2.9149907,0.22640000000000005,3.2830627
0.3024421052631579,2.701115,0.2968,2.753894
0.3353894736842105,2.5391958,0.3452,2.5072608
0.3687368421052632,2.3841252,0.3444,2.608033
0.39688421052631573,2.247426,0.3984,2.2474613
0.42623157894736846,2.1320925,0.3776,2.3857431
0.4438947368421052,2.0373104,0.4084,2.2610965
0.4615578947368421,1.9521577,0.42560000000000003,2.1718202
0.4775578947368422,1.8925304,0.4448,2.0583851
0.49265263157894734,1.8225096,0.44,2.085657
0.5052421052631579,1.7758796,0.474,1.9843098
0.5161894736842105,1.721139,0.49079999999999996,1.8110958
0.5265473684210527,1.6745367,0.49080000000000007,1.9069406
0.5383999999999999,1.6393914,0.5036,1.7948272
0.5439157894736842,1.598426,0.5012,1.8222584
0.5554736842105263,1.5667003,0.508,1.7885379
0.5639578947368421,1.5236739,0.5099999999999999,1.7674654
0.5712,1.4942249,0.49959999999999993,1.9303236
0.5814315789473685,1.4615939,0.5284,1.7377819
0.5864631578947369,1.4420567,0.5244,1.7766907
0.5920210526315789,1.4115152,0.5376000000000001,1.7236743
0.5963789473684211,1.3864075,0.5207999999999999,1.7725891
0.603578947368421,1.3641504,0.5259999999999999,1.7517936
0.6107578947368422,1.3358883,0.516,1.804131
0.6153473684210526,1.3155828,0.5392,1.6763284
0.6221263157894737,1.2915894,0.5336,1.7072552
0.6282315789473684,1.270613,0.5444,1.6548129
0.6318736842105263,1.2520734,0.546,1.6717086
0.6359789473684211,1.2353171,0.5512,1.6670845
0.6421473684210526,1.2110742,0.5424,1.7366599
0.6512842105263158,1.1892301,0.5416,1.8363811
0.6534736842105263,1.1727922,0.5592,1.5884776
0.6568842105263157,1.1558712,0.5556,1.6779795
0.6607578947368421,1.1377183,0.5688000000000001,1.630798
0.666021052631579,1.1225437,0.5623999999999999,1.6600479
0.6709684210526315,1.1081975,0.5568,1.6457297
0.6753894736842105,1.0898291,0.5608,1.6245711
0.6813052631578947,1.0674448,0.5832,1.571065
0.6809894736842106,1.0666698,0.5744,1.6395248
0.6871157894736842,1.0436292,0.5668,1.5807967
0.6909263157894738,1.027427,0.5756000000000001,1.6336508
0.6944842105263158,1.014216,0.5684,1.6053491
0.7015368421052631,0.99640805,0.574,1.6498626
0.7014105263157895,0.98190457,0.5848,1.6313782
0.708021052631579,0.9606646,0.5783999999999999,1.6363276
0.708021052631579,0.9547978,0.5844,1.6250143
0.7160421052631579,0.9357739,0.5812,1.6116345
0.7150315789473684,0.9269414,0.5871999999999999,1.6093261
0.7209052631578946,0.91268104,0.5944,1.6006869
0.7251789473684211,0.8954717,0.5932,1.5862134
0.728842105263158,0.8825617,0.5900000000000001,1.6693228
0.7312210526315789,0.8756867,0.5976,1.6051908
0.733642105263158,0.8627984,0.5988,1.680307
0.7353684210526316,0.8531903,0.5948,1.6112924
0.7458736842105262,0.83255756,0.5964,1.6161461
0.7457894736842106,0.8229495,0.5895999999999999,1.6168227
0.7496,0.8081797,0.5964,1.6505498
0.7531789473684211,0.79950523,0.5943999999999999,1.6760167
0.7549894736842105,0.7839878,0.596,1.6683285
0.7563578947368421,0.7757641,0.5944,1.6874816
0.7610947368421053,0.77077514,0.6008,1.6693611
0.7654526315789473,0.7530221,0.5964,1.7133565
0.7682105263157895,0.7431117,0.5992000000000001,1.6534011
0.7697894736842105,0.7320018,0.5936,1.7016397
0.7726315789473684,0.7242075,0.6008,1.7337025
0.7761473684210527,0.7122487,0.6016,1.7093897
0.7776421052631579,0.70142436,0.6043999999999999,1.6892772
0.7843368421052631,0.68516845,0.6008,1.719879
0.7849473684210527,0.68819207,0.6052,1.7042177
0.7895368421052632,0.6712082,0.6035999999999999,1.7255954
0.7897263157894737,0.6653885,0.6072,1.7147772
0.7909052631578948,0.65984374,0.6012,1.7209096
0.7944842105263158,0.6508582,0.6012,1.740394
0.7952842105263159,0.64650995,0.6032,1.734012
0.7980842105263158,0.6395473,0.6003999999999999,1.7462399
0.7991578947368422,0.6313568,0.5983999999999999,1.7553575
0.8015368421052632,0.6230315,0.6063999999999999,1.7488729
0.8036842105263158,0.61460614,0.6072,1.7555249
0.8046947368421054,0.6143292,0.6076,1.7469946
0.8075578947368421,0.6085154,0.6076,1.7529489
0.8082315789473683,0.6021437,0.6088,1.7580255
0.8092,0.59834296,0.6116,1.7695038
0.8125052631578947,0.5919614,0.6108,1.7607033
0.8118105263157895,0.59244114,0.6052000000000001,1.774741
0.8163368421052631,0.5825091,0.6076,1.7624538
0.8165263157894738,0.57785296,0.606,1.7854931
0.8138105263157894,0.5796453,0.6092,1.7840681
0.8166315789473684,0.5792064,0.6096,1.7838994
0.8155157894736842,0.5763141,0.6055999999999999,1.7950854
0.8173263157894737,0.5727345,0.6096,1.7726578
0.8188,0.5710737,0.608,1.7884088
0.8205052631578947,0.5677266,0.6088,1.7733142
0.8186105263157895,0.5709747,0.6092,1.7832097
0.819221052631579,0.5674978,0.6075999999999999,1.7700332
0.8194315789473683,0.5673792,0.6068,1.7827561
0.8184210526315789,0.57024395,0.6096,1.7798039
